feat,bin,sumLeft,sumRight,weightLeft,weightRight,lambda,cosNum_term,cosDen_term,gain
0,97,7245.76953125,-7245.77001953125,38282,11718,3,5850.56591025121,5849.31198811682,76.4971901522533
0,98,7097.14453125,-7097.14501953125,38673,11327,3,5748.01642598475,5746.73826459651,75.8241048193474
0,99,6940.8759765625,-6940.87646484375,39063,10937,3,5636.82387180845,5635.52159324912,75.0874586818827
0,100,6794.07080078125,-6794.0712890625,39454,10546,3,5545.57966196113,5544.24631780639,74.4776028532995
0,101,6644.8017578125,-6644.80224609375,39844,10156,3,5454.30769924897,5452.9408113631,73.8625407752294
0,102,6487.55810546875,-6487.55859375,40235,9765,3,5354.7925825694,5353.39125423219,73.1860251531997
0,103,6325.45556640625,-6325.4560546875,40625,9375,3,5251.33975551932,5249.90218688407,72.4760492700912
0,104,6150.1083984375,-6150.10888671875,41016,8984,3,5130.83328984253,5129.36091126446,71.6401150966801
0,105,5974.3330078125,-5974.33349609375,41406,8594,3,5013.71171501135,5012.20047519544,70.8182420742323
0,106,5794.1904296875,-5794.19091796875,41797,8203,3,4894.40510080498,4892.85175907048,69.9711293011729
0,107,5608.025390625,-5608.02587890625,42187,7813,3,4769.22757993174,4767.63013026405,69.0711630482898
0,108,5416.8388671875,-5416.83935546875,42578,7422,3,4640.89457316169,4639.24933534296,68.1361900493306
0,109,5220.56005859375,-5220.560546875,42968,7032,3,4508.34161465954,4506.6452692338,67.156820938802
0,110,5014.173828125,-5014.17431640625,43359,6641,3,4363.97277412805,4362.22397912491,66.0736125107055
0,111,4794.42333984375,-4794.423828125,43749,6251,3,4200.86924913725,4199.07011892763,64.8279966542292
0,112,4575.40380859375,-4575.404296875,44141,5859,3,4045.4194655291,4043.55960601632,63.6182377977844
0,113,4351.4951171875,-4351.49560546875,44531,5469,3,3885.62970799454,3883.70389555325,62.3502724564098
0,114,4113.58935546875,-4113.58984375,44922,5078,3,3707.03596482578,3705.04444380464,60.9017943604417
